keyword,avg_monthly,competition,competition_index,top_bid_low,top_bid_high,source_group,mapped_page,intent,priority,occurrences,source_files
parking tiles chennai,50,Low,13,0.0,0.0,core,Tiles (L1),Commercial,Low,1,seo/keyword-research/first-pass-core/set-1.csv
parking tiles price in chennai,50,Low,13,0.0,0.0,core,Tiles (L1),Commercial,Low,1,seo/keyword-research/first-pass-core/set-1.csv
parryware closet price in chennai,50,Low,10,0.0,0.0,core,Unmapped - review,Commercial,Low,1,seo/keyword-research/first-pass-core/set-5.csv
parryware dealers in parrys,50,Low,26,0.0,0.0,core,Unmapped - review,Commercial,Low,1,seo/keyword-research/first-pass-core/set-4.csv
parryware distributor in chennai,50,Low,29,0.0,0.0,core,Unmapped - review,Commercial,Low,1,seo/keyword-research/first-pass-core/set-4.csv
parryware sanitaryware dealers in chennai,50,Low,32,0.0,0.0,core,Sanitaryware (L1),Commercial,Low,1,seo/keyword-research/first-pass-core/set-4.csv
parryware showroom in tambaram,50,Low,17,0.0,0.0,core,Unmapped - review,Commercial,Low,1,seo/keyword-research/first-pass-core/set-4.csv
parryware wall mounted closet price in chennai,50,High,75,0.0,0.0,core,Unmapped - review,Commercial,Low,1,seo/keyword-research/first-pass-core/set-5.csv
parryware wash basin price in chennai,50,High,89,0.0,0.0,core,Wash Basins (L2),Commercial,Low,1,seo/keyword-research/first-pass-core/set-6.csv
parryware western closet price in chennai,50,High,71,0.0,0.0,core,Unmapped - review,Commercial,Low,1,seo/keyword-research/first-pass-core/set-5.csv
parryware western toilet price chennai,50,Medium,37,0.0,0.0,core,Toilets and Water Closets (L2),Commercial,Low,1,seo/keyword-research/first-pass-core/set-5.csv
parryware western toilet price in chennai,50,Medium,37,0.0,0.0,core,Toilets and Water Closets (L2),Commercial,Low,1,seo/keyword-research/first-pass-core/set-5.csv
parryware western toilet price list in chennai,50,High,82,0.0,0.0,core,Toilets and Water Closets (L2),Commercial,Low,1,seo/keyword-research/first-pass-core/set-5.csv
porcelain tiles in chennai,50,Unknown,0,0.0,0.0,core,Tiles (L1),Commercial,Low,1,seo/keyword-research/first-pass-core/set-1.csv
porcelain tiles price in chennai,50,Low,4,0.0,0.0,core,Tiles (L1),Commercial,Low,1,seo/keyword-research/first-pass-core/set-1.csv
porur anuj tiles,50,Low,13,0.0,0.0,core,Tiles (L1),Commercial,Low,2,seo/keyword-research/first-pass-core/set-1.csv | seo/keyword-research/first-pass-core/set-3.csv
porur tiles shop,50,Low,30,0.0,0.0,core,Tiles (L1),Commercial,Low,1,seo/keyword-research/first-pass-core/set-1.csv
price of western toilet in chennai,50,Low,14,0.0,0.0,core,Toilets and Water Closets (L2),Commercial,Low,1,seo/keyword-research/first-pass-core/set-5.csv
proplanet p3,50,Unknown,0,0.0,0.0,brands,Unmapped - review,Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
proplanet p4,50,Medium,57,0.0,0.0,brands,Unmapped - review,Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
proplanet p5,50,High,96,0.0,0.0,brands,Unmapped - review,Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
proplanet p6,50,High,69,0.0,0.0,brands,Unmapped - review,Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
proplanet p6 ao smith,50,High,100,0.0,0.0,brands,Water Heaters (L2),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
proplanet p7,50,Unknown,0,0.0,0.0,brands,Unmapped - review,Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
quality tiles vanagaram,50,Low,14,0.0,0.0,core,Tiles (L1),Commercial,Low,1,seo/keyword-research/first-pass-core/set-1.csv
quartz sink chennai,50,High,91,0.0,0.0,core,Sinks (L2),Commercial,Low,1,seo/keyword-research/first-pass-core/set-10.csv
qutone tiles chennai,50,Low,20,0.0,0.0,core,Tiles (L1),Commercial,Low,2,seo/keyword-research/first-pass-core/set-1.csv | seo/keyword-research/first-pass-core/set-3.csv
racold chennai service centre,50,Unknown,0,0.0,0.0,brands,Water Heaters (L2),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-7.csv
racold dealers in chennai,50,Unknown,0,0.0,0.0,brands,Water Heaters (L2),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-7.csv
racold heater service chennai,50,High,71,0.0,0.0,brands,Water Heaters (L2),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-7.csv
racold water heater authorised service center in chennai,50,Unknown,0,0.0,0.0,brands,Water Heaters (L2),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-7.csv
rajan tiles porur,50,Low,2,0.0,0.0,core,Tiles (L1),Commercial,Low,1,seo/keyword-research/first-pass-core/set-1.csv
rak ceramics dealers in chennai,50,Low,14,0.0,0.0,brands,Brand Keywords (to map by product relevance),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-2.csv
rak tiles chennai,50,Low,16,0.0,0.0,brands,Tiles (L1),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-2.csv
rak tiles dealers in chennai,50,Medium,38,0.0,0.0,brands,Tiles (L1),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-2.csv
rak tiles showroom in chennai,50,Low,5,0.0,0.0,core,Tiles (L1),Commercial,Low,2,seo/keyword-research/first-pass-core/set-1.csv | seo/keyword-research/second-pass-brands/set-2.csv
reliance digital ao smith,50,Low,0,0.0,0.0,brands,Water Heaters (L2),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
ro ao,50,Unknown,0,0.0,0.0,brands,Unmapped - review,Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
ro ao smith,50,High,100,0.0,0.0,brands,Water Heaters (L2),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
ro smith,50,High,67,0.0,0.0,brands,Unmapped - review,Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
rocotile chennai,50,Low,4,0.0,0.0,core,Unmapped - review,Commercial,Low,1,seo/keyword-research/first-pass-core/set-1.csv
rocotile price in chennai,50,Low,14,0.0,0.0,core,Unmapped - review,Commercial,Low,1,seo/keyword-research/first-pass-core/set-1.csv
rocotile vanagaram,50,Unknown,0,0.0,0.0,core,Unmapped - review,Commercial,Low,1,seo/keyword-research/first-pass-core/set-1.csv
roof cooling tiles in chennai,50,Medium,64,0.0,0.0,core,Tiles (L1),Commercial,Low,1,seo/keyword-research/first-pass-core/set-1.csv
roof tiles chennai,50,High,71,0.0,0.0,core,Tiles (L1),Commercial,Low,1,seo/keyword-research/first-pass-core/set-1.csv
roof tiles price in chennai,50,High,81,0.0,0.0,core,Tiles (L1),Commercial,Low,1,seo/keyword-research/first-pass-core/set-1.csv
sanitary showroom in chennai,50,Unknown,0,0.0,0.0,core,Unmapped - review,Commercial,Low,1,seo/keyword-research/first-pass-core/set-4.csv
sanitary ware showroom in chennai,50,Low,33,0.0,0.0,core,Unmapped - review,Commercial,Low,1,seo/keyword-research/first-pass-core/set-4.csv
sanitary ware wholesale market in chennai,50,Low,9,0.0,0.0,core,Unmapped - review,Commercial,Low,1,seo/keyword-research/first-pass-core/set-4.csv
sanitaryware dealers in chennai,50,Low,21,0.0,0.0,core,Sanitaryware (L1),Commercial,Low,1,seo/keyword-research/first-pass-core/set-4.csv
sanitaryware wholesalers in chennai,50,Unknown,0,0.0,0.0,core,Sanitaryware (L1),Commercial,Low,1,seo/keyword-research/first-pass-core/set-4.csv
sanjay tiles ambattur,50,Unknown,0,0.0,0.0,core,Tiles (L1),Commercial,Low,1,seo/keyword-research/first-pass-core/set-1.csv
second hand tiles for sale in chennai,50,Medium,59,0.0,0.0,core,Tiles (L1),Commercial,Low,1,seo/keyword-research/first-pass-core/set-1.csv
shower cubicle price in chennai,50,Unknown,0,0.0,0.0,core,Unmapped - review,Commercial,Low,1,seo/keyword-research/first-pass-core/set-9.csv
shower enclosure chennai,50,Medium,63,0.0,0.0,core,Bath & Wellness (L2),Informational,Low,1,seo/keyword-research/first-pass-core/set-9.csv
simpolo chennai,50,Low,21,0.0,0.0,core,Unmapped - review,Commercial,Low,1,seo/keyword-research/first-pass-core/set-1.csv
sink price in chennai,50,Unknown,0,0.0,0.0,core,Sinks (L2),Commercial,Low,1,seo/keyword-research/first-pass-core/set-10.csv
smart cushion tiles chennai,50,Low,9,0.0,0.0,core,Tiles (L1),Commercial,Low,1,seo/keyword-research/first-pass-core/set-1.csv
smart cushion tiles chennai address,50,Unknown,0,0.0,0.0,core,Tiles (L1),Commercial,Low,1,seo/keyword-research/first-pass-core/set-1.csv
smart cushion tiles in chennai,50,Low,29,0.0,0.0,core,Tiles (L1),Commercial,Low,1,seo/keyword-research/first-pass-core/set-1.csv
smith ao,50,Unknown,0,0.0,0.0,brands,Unmapped - review,Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
smith ao corp,50,Unknown,0,0.0,0.0,brands,Unmapped - review,Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
smith ao corporation,50,Unknown,0,0.0,0.0,brands,Unmapped - review,Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
smith corp,50,Low,0,0.0,0.0,brands,Unmapped - review,Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
smith corporation,50,Low,0,0.0,0.0,brands,Unmapped - review,Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
smith electric water heater,50,Unknown,0,0.0,0.0,brands,Water Heaters (L2),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
smith geyser 15 litre,50,High,100,0.0,0.0,brands,Water Heaters (L2),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
smith geyser price,50,High,100,0.0,0.0,brands,Water Heaters (L2),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
smith heaters,50,Low,0,0.0,0.0,brands,Unmapped - review,Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
smith hot water heater,50,Unknown,0,0.0,0.0,brands,Water Heaters (L2),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
smith instant water heater,50,High,100,0.0,0.0,brands,Water Heaters (L2),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
smith jaquar geyser price,50,Unknown,0,0.0,0.0,brands,Water Heaters (L2),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
smith tankless water heater,50,Unknown,0,0.0,0.0,brands,Water Heaters (L2),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
smith water,50,Unknown,0,0.0,0.0,brands,Unmapped - review,Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
smith water geyser price,50,Unknown,0,0.0,0.0,brands,Water Heaters (L2),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
smith water purifier price,50,High,100,0.0,0.0,brands,Unmapped - review,Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
somany tiles anna nagar,50,Medium,36,0.0,0.0,core,Tiles (L1),Commercial,Low,2,seo/keyword-research/first-pass-core/set-1.csv | seo/keyword-research/first-pass-core/set-3.csv
somany tiles price in chennai,50,High,100,0.0,0.0,core,Tiles (L1),Commercial,Low,1,seo/keyword-research/first-pass-core/set-1.csv
sparrow tiles chennai,50,Medium,39,0.0,0.0,core,Tiles (L1),Commercial,Low,1,seo/keyword-research/first-pass-core/set-1.csv
sparrow tiles madhavaram,50,Low,8,0.0,0.0,core,Tiles (L1),Commercial,Low,1,seo/keyword-research/first-pass-core/set-1.csv
sparrow tiles price in chennai,50,Low,9,0.0,0.0,core,Tiles (L1),Commercial,Low,1,seo/keyword-research/first-pass-core/set-1.csv
ss sink manufacturers in chennai,50,High,84,0.0,0.0,core,Sinks (L2),Commercial,Low,1,seo/keyword-research/first-pass-core/set-10.csv
ss sink price in chennai,50,High,100,0.0,0.0,core,Sinks (L2),Commercial,Low,1,seo/keyword-research/first-pass-core/set-10.csv
stainless steel kitchen sink price in chennai,50,Unknown,0,0.0,0.0,core,Sinks (L2),Commercial,Low,1,seo/keyword-research/first-pass-core/set-10.csv
stainless steel sink chennai,50,Medium,65,0.0,0.0,core,Sinks (L2),Commercial,Low,1,seo/keyword-research/first-pass-core/set-10.csv
stainless steel sink manufacturers in chennai,50,High,84,0.0,0.0,core,Sinks (L2),Commercial,Low,1,seo/keyword-research/first-pass-core/set-10.csv
stainless steel sink price in chennai,50,High,100,0.0,0.0,core,Sinks (L2),Commercial,Low,1,seo/keyword-research/first-pass-core/set-10.csv
stainless steel wash basin price in chennai,50,Unknown,0,0.0,0.0,core,Wash Basins (L2),Commercial,Low,1,seo/keyword-research/first-pass-core/set-6.csv
staircase tiles chennai,50,Low,23,0.0,0.0,core,Tiles (L1),Commercial,Low,1,seo/keyword-research/first-pass-core/set-1.csv
staircase tiles in chennai,50,Low,23,0.0,0.0,core,Tiles (L1),Commercial,Low,1,seo/keyword-research/first-pass-core/set-1.csv
staircase tiles price in chennai,50,Low,3,0.0,0.0,core,Tiles (L1),Commercial,Low,1,seo/keyword-research/first-pass-core/set-1.csv
star smith geyser,50,Unknown,0,0.0,0.0,brands,Water Heaters (L2),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
step tiles price in chennai,50,Low,0,0.0,0.0,core,Tiles (L1),Commercial,Low,1,seo/keyword-research/first-pass-core/set-1.csv
sunheart tiles chennai,50,Low,8,0.0,0.0,core,Tiles (L1),Commercial,Low,1,seo/keyword-research/first-pass-core/set-1.csv
swastik tiles madhavaram,50,Low,2,0.0,0.0,core,Tiles (L1),Commercial,Low,2,seo/keyword-research/first-pass-core/set-1.csv | seo/keyword-research/first-pass-core/set-3.csv
swastik tiles medavakkam,50,Low,9,0.0,0.0,core,Tiles (L1),Commercial,Low,1,seo/keyword-research/first-pass-core/set-1.csv
swimming pool tiles in chennai,50,Unknown,0,0.0,0.0,core,Tiles (L1),Commercial,Low,1,seo/keyword-research/first-pass-core/set-1.csv
swimming pool tiles price in chennai,50,Unknown,0,0.0,0.0,core,Tiles (L1),Commercial,Low,1,seo/keyword-research/first-pass-core/set-1.csv
szs ao smith,50,Unknown,0,0.0,0.0,brands,Water Heaters (L2),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
terrace tiles in chennai,50,Low,17,0.0,0.0,core,Tiles (L1),Commercial,Low,1,seo/keyword-research/first-pass-core/set-1.csv
terrace tiles price in chennai,50,High,84,0.0,0.0,core,Tiles (L1),Commercial,Low,1,seo/keyword-research/first-pass-core/set-1.csv
terracotta floor tiles chennai,50,High,68,0.0,0.0,core,Tiles (L1),Commercial,Low,1,seo/keyword-research/first-pass-core/set-1.csv
terracotta floor tiles price in chennai,50,Low,0,0.0,0.0,core,Tiles (L1),Commercial,Low,1,seo/keyword-research/first-pass-core/set-1.csv
terracotta roof tiles price in chennai,50,Medium,33,0.0,0.0,core,Tiles (L1),Commercial,Low,1,seo/keyword-research/first-pass-core/set-1.csv
terracotta tiles chennai,50,Medium,36,0.0,0.0,core,Tiles (L1),Commercial,Low,1,seo/keyword-research/first-pass-core/set-1.csv
terracotta tiles price in chennai,50,High,84,0.0,0.0,core,Tiles (L1),Commercial,Low,1,seo/keyword-research/first-pass-core/set-1.csv
the tile boutique best tile dealers in chennai,50,Unknown,0,0.0,0.0,core,Tiles (L1),Informational,Low,1,seo/keyword-research/first-pass-core/set-1.csv
the tile boutique chennai,50,Medium,53,0.0,0.0,core,Tiles (L1),Commercial,Low,1,seo/keyword-research/first-pass-core/set-1.csv
the tile store chennai,50,Low,17,0.0,0.0,core,Tiles (L1),Commercial,Low,1,seo/keyword-research/first-pass-core/set-1.csv
the tile store vanagaram,50,Low,13,0.0,0.0,core,Tiles (L1),Commercial,Low,1,seo/keyword-research/first-pass-core/set-1.csv
tile brands in chennai,50,Low,26,0.0,0.0,core,Tiles (L1),Commercial,Low,1,seo/keyword-research/first-pass-core/set-1.csv
tile house chennai,50,Low,13,0.0,0.0,core,Tiles (L1),Commercial,Low,1,seo/keyword-research/first-pass-core/set-1.csv
tile house vadapalani chennai,50,Low,6,0.0,0.0,core,Tiles (L1),Commercial,Low,1,seo/keyword-research/first-pass-core/set-1.csv
tile laying cost chennai,50,Low,0,0.0,0.0,core,Tiles (L1),Commercial,Low,1,seo/keyword-research/first-pass-core/set-1.csv
tile shops in vadapalani,50,Low,32,0.0,0.0,core,Tiles (L1),Commercial,Low,1,seo/keyword-research/first-pass-core/set-1.csv
tile shops in velachery,50,Unknown,0,0.0,0.0,core,Tiles (L1),Commercial,Low,1,seo/keyword-research/first-pass-core/set-1.csv
tile store vanagaram,50,Low,14,0.0,0.0,core,Tiles (L1),Commercial,Low,1,seo/keyword-research/first-pass-core/set-1.csv
tiles 2x2 price in chennai,50,Unknown,0,0.0,0.0,core,Tiles (L1),Commercial,Low,1,seo/keyword-research/first-pass-core/set-1.csv
tiles cheapest price in chennai,50,Unknown,0,0.0,0.0,core,Tiles (L1),Commercial,Low,1,seo/keyword-research/first-pass-core/set-1.csv
tiles cost per square feet in chennai,50,Low,0,0.0,0.0,core,Tiles (L1),Commercial,Low,1,seo/keyword-research/first-pass-core/set-1.csv
tiles design and price in chennai,50,Unknown,0,0.0,0.0,core,Tiles (L1),Commercial,Low,1,seo/keyword-research/first-pass-core/set-1.csv
tiles design chennai,50,Low,33,0.0,0.0,core,Tiles (L1),Informational,Low,1,seo/keyword-research/first-pass-core/set-1.csv
tiles design in chennai,50,Low,33,0.0,0.0,core,Tiles (L1),Informational,Low,1,seo/keyword-research/first-pass-core/set-1.csv
tiles fixing charges in chennai,50,Low,0,0.0,0.0,core,Tiles (L1),Commercial,Low,1,seo/keyword-research/first-pass-core/set-1.csv
tiles fixing price in chennai,50,Unknown,0,0.0,0.0,core,Tiles (L1),Commercial,Low,1,seo/keyword-research/first-pass-core/set-1.csv
tiles flooring cost in chennai,50,Unknown,0,0.0,0.0,core,Tiles (L1),Commercial,Low,1,seo/keyword-research/first-pass-core/set-1.csv
tiles laying charges in chennai,50,Low,6,0.0,0.0,core,Tiles (L1),Commercial,Low,1,seo/keyword-research/first-pass-core/set-1.csv
tiles laying in chennai,50,Low,21,0.0,0.0,core,Tiles (L1),Commercial,Low,1,seo/keyword-research/first-pass-core/set-1.csv
tiles price in chennai and pondicherry,50,Unknown,0,0.0,0.0,core,Tiles (L1),Commercial,Low,1,seo/keyword-research/first-pass-core/set-1.csv
tiles shop in ambattur,50,Medium,46,0.0,0.0,core,Tiles (L1),Commercial,Low,1,seo/keyword-research/first-pass-core/set-1.csv
tiles shop in anna nagar,50,Medium,47,0.0,0.0,core,Tiles (L1),Commercial,Low,1,seo/keyword-research/first-pass-core/set-1.csv
tiles shop in chrompet,50,Medium,35,0.0,0.0,core,Tiles (L1),Commercial,Low,1,seo/keyword-research/first-pass-core/set-1.csv
tiles shop in koyambedu,50,Medium,50,0.0,0.0,core,Tiles (L1),Commercial,Low,1,seo/keyword-research/first-pass-core/set-1.csv
tiles shop in medavakkam,50,Medium,39,0.0,0.0,core,Tiles (L1),Commercial,Low,1,seo/keyword-research/first-pass-core/set-1.csv
tiles shop in mylapore,50,Medium,40,0.0,0.0,core,Tiles (L1),Commercial,Low,1,seo/keyword-research/first-pass-core/set-1.csv
tiles shop in pallavaram,50,Medium,60,0.0,0.0,core,Tiles (L1),Commercial,Low,1,seo/keyword-research/first-pass-core/set-1.csv
tiles shop in porur,50,Low,27,0.0,0.0,core,Tiles (L1),Commercial,Low,1,seo/keyword-research/first-pass-core/set-1.csv
tiles shop in tambaram,50,Low,30,0.0,0.0,core,Tiles (L1),Commercial,Low,1,seo/keyword-research/first-pass-core/set-1.csv
tiles shop in vanagaram,50,Low,24,0.0,0.0,core,Tiles (L1),Commercial,Low,1,seo/keyword-research/first-pass-core/set-1.csv
tiles shop in velachery,50,Medium,40,0.0,0.0,core,Tiles (L1),Commercial,Low,1,seo/keyword-research/first-pass-core/set-1.csv
tiles shop velachery,50,Medium,44,0.0,0.0,core,Tiles (L1),Commercial,Low,1,seo/keyword-research/first-pass-core/set-1.csv
